"","year","uni","set","theme","item","question","pos","rate"
"2571","2020","cardiff","rg","learnopp","theme_sum","Learning opportunities",77.3,1.59090909090909
"2572","2020","cardiff","rg","resource","theme_sum","Learning resources",87.9,2
"2573","2020","cardiff","rg","assessment","fair","Marking and assessment has been fair",68.2,0.431818181818182
"2574","2020","cardiff","rg","teaching","challenge","My course has challenged me to achieve my best work",77.3,0.5
"2575","2020","cardiff","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",77.3,0.5
"2576","2020","cardiff","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",68.2,0.477272727272727
"2577","2020","cardiff","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",86.4,0.613636363636364
"2578","2020","cardiff","rg","management","theme_sum","Organisation and management",83.3,1.63636363636364
"2579","2020","cardiff","rg","overall","satisfied","Overall satisfaction",81.8,0.636363636363636
"2580","2020","cardiff","rg","teaching","explain","Staff are good at explaining things",90.9,0.636363636363636
"2581","2020","cardiff","rg","teaching","interest","Staff have made the subject interesting",72.7,0.454545454545455
"2582","2020","cardiff","rg","voice","valued","Staff value students’ views and opinions about the course",68.2,0.386363636363636
"2583","2020","cardiff","rg","voice","theme_sum","Student Voice",68.2,1.25
"2584","2020","cardiff","rg","teaching","stimulating","The course is intellectually stimulating",90.9,0.704545454545455
"2585","2020","cardiff","rg","management","organised","The course is well organised and running smoothly",63.6,0.363636363636364
"2586","2020","cardiff","rg","assessment","clear","The criteria used in marking have been clear in advance",81.8,0.522727272727273
"2587","2020","cardiff","rg","resource","IT","The IT resources and facilities provided have supported my learning well",86.4,0.636363636363636
"2588","2020","cardiff","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",95.5,0.681818181818182
"2589","2020","cardiff","rg","teaching","theme_sum","The teaching on my course",83,2.29545454545455
"2590","2020","cardiff","rg","management","timetable","The timetable works efficiently for me",100,0.727272727272727
"2591","2020","durham","rg","acad_support","theme_sum","Academic support",80.8,1.02238805970149
"2592","2020","durham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",83.6,0.343283582089552
"2593","2020","durham","rg","assess_feed","theme_sum","Assessment and feedback",74,1.02985074626866
"2594","2020","durham","rg","assessment","timely","Feedback on my work has been timely",81,0.317164179104478
"2595","2020","durham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",73.1,0.294776119402985
"2596","2020","durham","rg","community","staffstudent","I feel part of a community of staff and students",69.7,0.220149253731343
"2597","2020","durham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",94.2,0.417910447761194
"2598","2020","durham","rg","academic","contact","I have been able to contact staff when I needed to",91.3,0.417910447761194
"2599","2020","durham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",91.5,0.384328358208955
"2600","2020","durham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",80.2,0.305970149253731
"2601","2020","durham","rg","academic","support","I have received helpful comments on my work",69.8,0.238805970149254
"2602","2020","durham","rg","assessment","helpful","I have received helpful comments on my work",31.2,-0.0373134328358209
"2603","2020","durham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",77.8,0.305970149253731
"2604","2020","durham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",58.3,0.17910447761194
"2605","2020","durham","rg","community","theme_sum","Learning community",75,0.51865671641791
"2606","2020","durham","rg","learnopp","theme_sum","Learning opportunities",77.3,0.895522388059702
"2607","2020","durham","rg","resource","theme_sum","Learning resources",88.3,1.16791044776119
"2608","2020","durham","rg","assessment","fair","Marking and assessment has been fair",77.8,0.264925373134328
"2609","2020","durham","rg","teaching","challenge","My course has challenged me to achieve my best work",83,0.32089552238806
"2610","2020","durham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",63.5,0.208955223880597
"2611","2020","durham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",81.3,0.32089552238806
"2612","2020","durham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",87.2,0.373134328358209
"2613","2020","durham","rg","management","theme_sum","Organisation and management",82.2,0.940298507462687
"2614","2020","durham","rg","overall","satisfied","Overall satisfaction",90.8,0.369402985074627
"2615","2020","durham","rg","teaching","explain","Staff are good at explaining things",94.8,0.358208955223881
"2616","2020","durham","rg","teaching","interest","Staff have made the subject interesting",88.6,0.313432835820896
"2617","2020","durham","rg","voice","valued","Staff value students’ views and opinions about the course",79,0.305970149253731
"2618","2020","durham","rg","voice","theme_sum","Student Voice",76.2,0.858208955223881
"2619","2020","durham","rg","teaching","stimulating","The course is intellectually stimulating",93.2,0.417910447761194
"2620","2020","durham","rg","management","organised","The course is well organised and running smoothly",81.5,0.287313432835821
"2621","2020","durham","rg","assessment","clear","The criteria used in marking have been clear in advance",68,0.216417910447761
"2622","2020","durham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",86.7,0.395522388059701
"2623","2020","durham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",83.9,0.347014925373134
"2624","2020","durham","rg","teaching","theme_sum","The teaching on my course",89.9,1.40671641791045
"2625","2020","durham","rg","management","timetable","The timetable works efficiently for me",81.4,0.309701492537313
"2626","2020","warwick","rg","acad_support","theme_sum","Academic support",86,1.65833333333333
"2627","2020","warwick","rg","management","comms","Any changes in the course or teaching have been communicated effectively",88,0.591666666666667
"2628","2020","warwick","rg","assess_feed","theme_sum","Assessment and feedback",71.6,1.57083333333333
"2629","2020","warwick","rg","assessment","timely","Feedback on my work has been timely",88.3,0.608333333333333
"2630","2020","warwick","rg","academic","choices","Good advice was available when I needed to make study choices on my course",80.1,0.504166666666667
"2631","2020","warwick","rg","community","staffstudent","I feel part of a community of staff and students",69.3,0.35
"2632","2020","warwick","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",89.1,0.6625
"2633","2020","warwick","rg","academic","contact","I have been able to contact staff when I needed to",93,0.6625
"2634","2020","warwick","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",92.6,0.683333333333333
"2635","2020","warwick","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",87.4,0.591666666666667
"2636","2020","warwick","rg","academic","support","I have received helpful comments on my work",73.5,0.383333333333333
"2637","2020","warwick","rg","assessment","helpful","I have received helpful comments on my work",51,0.183333333333333
"2638","2020","warwick","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",84.7,0.5
"2639","2020","warwick","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",72.6,0.416666666666667
"2640","2020","warwick","rg","community","theme_sum","Learning community",78.5,0.941666666666667
"2641","2020","warwick","rg","learnopp","theme_sum","Learning opportunities",79.7,1.475
"2642","2020","warwick","rg","resource","theme_sum","Learning resources",88.1,1.88333333333333
"2643","2020","warwick","rg","assessment","fair","Marking and assessment has been fair",61.8,0.279166666666667
"2644","2020","warwick","rg","teaching","challenge","My course has challenged me to achieve my best work",76.6,0.470833333333333
"2645","2020","warwick","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",70.9,0.383333333333333
"2646","2020","warwick","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",87,0.575
"2647","2020","warwick","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",81.3,0.525
"2648","2020","warwick","rg","management","theme_sum","Organisation and management",89.8,1.8375
"2649","2020","warwick","rg","overall","satisfied","Overall satisfaction",87.7,0.595833333333333
"2650","2020","warwick","rg","teaching","explain","Staff are good at explaining things",97,0.5875
"2651","2020","warwick","rg","teaching","interest","Staff have made the subject interesting",90.5,0.575
"2652","2020","warwick","rg","voice","valued","Staff value students’ views and opinions about the course",85.7,0.595833333333333
"2653","2020","warwick","rg","voice","theme_sum","Student Voice",83.8,1.6875
"2654","2020","warwick","rg","teaching","stimulating","The course is intellectually stimulating",89.2,0.629166666666667
"2655","2020","warwick","rg","management","organised","The course is well organised and running smoothly",89.4,0.579166666666667
"2656","2020","warwick","rg","assessment","clear","The criteria used in marking have been clear in advance",62.3,0.3
"2657","2020","warwick","rg","resource","IT","The IT resources and facilities provided have supported my learning well",84.7,0.5875
"2658","2020","warwick","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",90.3,0.645833333333333
"2659","2020","warwick","rg","teaching","theme_sum","The teaching on my course",88.3,2.25
"2660","2020","warwick","rg","management","timetable","The timetable works efficiently for me",91.8,0.679166666666667
"2661","2020","nottingham","rg","acad_support","theme_sum","Academic support",70.2,0.989285714285714
"2662","2020","nottingham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",79.4,0.446428571428571
"2663","2020","nottingham","rg","assess_feed","theme_sum","Assessment and feedback",63.7,1.06428571428571
"2664","2020","nottingham","rg","assessment","timely","Feedback on my work has been timely",65.1,0.257142857142857
"2665","2020","nottingham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",63.4,0.278571428571429
"2666","2020","nottingham","rg","community","staffstudent","I feel part of a community of staff and students",55.6,0.171428571428571
"2667","2020","nottingham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",92,0.610714285714286
"2668","2020","nottingham","rg","academic","contact","I have been able to contact staff when I needed to",82.3,0.467857142857143
"2669","2020","nottingham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",77.2,0.457142857142857
"2670","2020","nottingham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",72.6,0.4
"2671","2020","nottingham","rg","academic","support","I have received helpful comments on my work",48.8,0.107142857142857
"2672","2020","nottingham","rg","assessment","helpful","I have received helpful comments on my work",55.8,0.260714285714286
"2673","2020","nottingham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",65.1,0.25
"2674","2020","nottingham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",57.1,0.235714285714286
"2675","2020","nottingham","rg","community","theme_sum","Learning community",63.8,0.582142857142857
"2676","2020","nottingham","rg","learnopp","theme_sum","Learning opportunities",74,1.2
"2677","2020","nottingham","rg","resource","theme_sum","Learning resources",88.6,1.78214285714286
"2678","2020","nottingham","rg","assessment","fair","Marking and assessment has been fair",66.1,0.3
"2679","2020","nottingham","rg","teaching","challenge","My course has challenged me to achieve my best work",68.5,0.342857142857143
"2680","2020","nottingham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",55.1,0.203571428571429
"2681","2020","nottingham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",85.8,0.510714285714286
"2682","2020","nottingham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",81.1,0.492857142857143
"2683","2020","nottingham","rg","management","theme_sum","Organisation and management",79.7,1.32857142857143
"2684","2020","nottingham","rg","overall","satisfied","Overall satisfaction",82.1,0.428571428571429
"2685","2020","nottingham","rg","teaching","explain","Staff are good at explaining things",89,0.414285714285714
"2686","2020","nottingham","rg","teaching","interest","Staff have made the subject interesting",86.6,0.421428571428571
"2687","2020","nottingham","rg","voice","valued","Staff value students’ views and opinions about the course",67.5,0.378571428571429
"2688","2020","nottingham","rg","voice","theme_sum","Student Voice",66.9,1.06071428571429
"2689","2020","nottingham","rg","teaching","stimulating","The course is intellectually stimulating",82.3,0.5
"2690","2020","nottingham","rg","management","organised","The course is well organised and running smoothly",70.9,0.328571428571429
"2691","2020","nottingham","rg","assessment","clear","The criteria used in marking have been clear in advance",74.8,0.4
"2692","2020","nottingham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",85.7,0.557142857142857
"2693","2020","nottingham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",89.4,0.621428571428571
"2694","2020","nottingham","rg","teaching","theme_sum","The teaching on my course",81.6,1.675
"2695","2020","nottingham","rg","management","timetable","The timetable works efficiently for me",89,0.564285714285714
"2696","2020","newcastle","rg","acad_support","theme_sum","Academic support",78.8,1.36521739130435
"2697","2020","newcastle","rg","management","comms","Any changes in the course or teaching have been communicated effectively",78.2,0.434782608695652
"2698","2020","newcastle","rg","assess_feed","theme_sum","Assessment and feedback",69.4,1.3304347826087
"2699","2020","newcastle","rg","assessment","timely","Feedback on my work has been timely",71.5,0.347826086956522
"2700","2020","newcastle","rg","academic","choices","Good advice was available when I needed to make study choices on my course",71.4,0.378260869565217
"2701","2020","newcastle","rg","community","staffstudent","I feel part of a community of staff and students",53.6,0.195652173913043
"2702","2020","newcastle","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",91.3,0.647826086956522
"2703","2020","newcastle","rg","academic","contact","I have been able to contact staff when I needed to",85.7,0.534782608695652
"2704","2020","newcastle","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",87.6,0.626086956521739
"2705","2020","newcastle","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",79,0.452173913043478
"2706","2020","newcastle","rg","academic","support","I have received helpful comments on my work",61.9,0.265217391304348
"2707","2020","newcastle","rg","assessment","helpful","I have received helpful comments on my work",64.2,0.295652173913043
"2708","2020","newcastle","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",78.5,0.434782608695652
"2709","2020","newcastle","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",68.4,0.347826086956522
"2710","2020","newcastle","rg","community","theme_sum","Learning community",66.5,0.643478260869565
"2711","2020","newcastle","rg","learnopp","theme_sum","Learning opportunities",82.3,1.53913043478261
"2712","2020","newcastle","rg","resource","theme_sum","Learning resources",89.5,1.86521739130435
"2713","2020","newcastle","rg","assessment","fair","Marking and assessment has been fair",68.1,0.304347826086957
"2714","2020","newcastle","rg","teaching","challenge","My course has challenged me to achieve my best work",86.6,0.547826086956522
"2715","2020","newcastle","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",78,0.439130434782609
"2716","2020","newcastle","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",84.2,0.543478260869565
"2717","2020","newcastle","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",84.7,0.556521739130435
"2718","2020","newcastle","rg","management","theme_sum","Organisation and management",82.8,1.40869565217391
"2719","2020","newcastle","rg","overall","satisfied","Overall satisfaction",92.4,0.565217391304348
"2720","2020","newcastle","rg","teaching","explain","Staff are good at explaining things",92.8,0.48695652173913
"2721","2020","newcastle","rg","teaching","interest","Staff have made the subject interesting",87.1,0.460869565217391
"2722","2020","newcastle","rg","voice","valued","Staff value students’ views and opinions about the course",78.5,0.491304347826087
"2723","2020","newcastle","rg","voice","theme_sum","Student Voice",78.1,1.46086956521739
"2724","2020","newcastle","rg","teaching","stimulating","The course is intellectually stimulating",91.1,0.604347826086956
"2725","2020","newcastle","rg","management","organised","The course is well organised and running smoothly",80.2,0.38695652173913
"2726","2020","newcastle","rg","assessment","clear","The criteria used in marking have been clear in advance",76.1,0.408695652173913
"2727","2020","newcastle","rg","resource","IT","The IT resources and facilities provided have supported my learning well",86,0.58695652173913
"2728","2020","newcastle","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",90.9,0.626086956521739
"2729","2020","newcastle","rg","teaching","theme_sum","The teaching on my course",89.4,2.10434782608696
"2730","2020","newcastle","rg","management","timetable","The timetable works efficiently for me",90.7,0.595652173913043
"2731","2020","belfast","rg","acad_support","theme_sum","Academic support",63.3,0.909090909090909
"2732","2020","belfast","rg","management","comms","Any changes in the course or teaching have been communicated effectively",73.9,0.397727272727273
"2733","2020","belfast","rg","assess_feed","theme_sum","Assessment and feedback",61.9,0.960227272727273
"2734","2020","belfast","rg","assessment","timely","Feedback on my work has been timely",65.9,0.295454545454545
"2735","2020","belfast","rg","academic","choices","Good advice was available when I needed to make study choices on my course",58.1,0.215909090909091
"2736","2020","belfast","rg","community","staffstudent","I feel part of a community of staff and students",27.3,-0.198863636363636
"2737","2020","belfast","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",89.8,0.670454545454545
"2738","2020","belfast","rg","academic","contact","I have been able to contact staff when I needed to",74.7,0.448863636363636
"2739","2020","belfast","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",79.6,0.539772727272727
"2740","2020","belfast","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",84.1,0.579545454545455
"2741","2020","belfast","rg","academic","support","I have received helpful comments on my work",53.4,0.130681818181818
"2742","2020","belfast","rg","assessment","helpful","I have received helpful comments on my work",52.9,0.176136363636364
"2743","2020","belfast","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",58,0.244318181818182
"2744","2020","belfast","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",47.7,0.0681818181818182
"2745","2020","belfast","rg","community","theme_sum","Learning community",55.7,0.380681818181818
"2746","2020","belfast","rg","learnopp","theme_sum","Learning opportunities",70.1,1.07386363636364
"2747","2020","belfast","rg","resource","theme_sum","Learning resources",90.2,2.07386363636364
"2748","2020","belfast","rg","assessment","fair","Marking and assessment has been fair",58,0.176136363636364
"2749","2020","belfast","rg","teaching","challenge","My course has challenged me to achieve my best work",64.4,0.272727272727273
"2750","2020","belfast","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",61.4,0.329545454545455
"2751","2020","belfast","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",75,0.409090909090909
"2752","2020","belfast","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",73.9,0.335227272727273
"2753","2020","belfast","rg","management","theme_sum","Organisation and management",68.9,0.982954545454545
"2754","2020","belfast","rg","overall","satisfied","Overall satisfaction",67.1,0.267045454545455
"2755","2020","belfast","rg","teaching","explain","Staff are good at explaining things",92.1,0.5
"2756","2020","belfast","rg","teaching","interest","Staff have made the subject interesting",73.6,0.323863636363636
"2757","2020","belfast","rg","voice","valued","Staff value students’ views and opinions about the course",48.9,0.107954545454545
"2758","2020","belfast","rg","voice","theme_sum","Student Voice",58.7,0.715909090909091
"2759","2020","belfast","rg","teaching","stimulating","The course is intellectually stimulating",76.1,0.460227272727273
"2760","2020","belfast","rg","management","organised","The course is well organised and running smoothly",43.2,-0.0340909090909091
"2761","2020","belfast","rg","assessment","clear","The criteria used in marking have been clear in advance",70.5,0.357954545454545
"2762","2020","belfast","rg","resource","IT","The IT resources and facilities provided have supported my learning well",93.2,0.676136363636364
"2763","2020","belfast","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",87.5,0.727272727272727
"2764","2020","belfast","rg","teaching","theme_sum","The teaching on my course",76.5,1.55681818181818
"2765","2020","belfast","rg","management","timetable","The timetable works efficiently for me",89.8,0.619318181818182
"2766","2020","leeds","rg","acad_support","theme_sum","Academic support",64.7,0.903846153846154
"2767","2020","leeds","rg","management","comms","Any changes in the course or teaching have been communicated effectively",70.9,0.432692307692308
"2768","2020","leeds","rg","assess_feed","theme_sum","Assessment and feedback",55.3,0.774038461538462
"2769","2020","leeds","rg","assessment","timely","Feedback on my work has been timely",63.5,0.283653846153846
"2770","2020","leeds","rg","academic","choices","Good advice was available when I needed to make study choices on my course",63.5,0.307692307692308
"2771","2020","leeds","rg","community","staffstudent","I feel part of a community of staff and students",47.6,0.163461538461538
"2772","2020","leeds","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",81.7,0.495192307692308
"2773","2020","leeds","rg","academic","contact","I have been able to contact staff when I needed to",72.1,0.399038461538462
"2774","2020","leeds","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",75,0.451923076923077
"2775","2020","leeds","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",90.4,0.576923076923077
"2776","2020","leeds","rg","academic","support","I have received helpful comments on my work",51.9,0.100961538461538
"2777","2020","leeds","rg","assessment","helpful","I have received helpful comments on my work",65.7,0.365384615384615
"2778","2020","leeds","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",58.7,0.197115384615385
"2779","2020","leeds","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",35.9,0.0144230769230769
"2780","2020","leeds","rg","community","theme_sum","Learning community",69.2,0.740384615384615
"2781","2020","leeds","rg","learnopp","theme_sum","Learning opportunities",66.4,1.02403846153846
"2782","2020","leeds","rg","resource","theme_sum","Learning resources",82.7,1.59134615384615
"2783","2020","leeds","rg","assessment","fair","Marking and assessment has been fair",47.1,0.110576923076923
"2784","2020","leeds","rg","teaching","challenge","My course has challenged me to achieve my best work",71.2,0.432692307692308
"2785","2020","leeds","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",55.8,0.211538461538462
"2786","2020","leeds","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",67.3,0.365384615384615
"2787","2020","leeds","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",76,0.447115384615385
"2788","2020","leeds","rg","management","theme_sum","Organisation and management",77.1,1.37980769230769
"2789","2020","leeds","rg","overall","satisfied","Overall satisfaction",72.6,0.389423076923077
"2790","2020","leeds","rg","teaching","explain","Staff are good at explaining things",88.5,0.471153846153846
"2791","2020","leeds","rg","teaching","interest","Staff have made the subject interesting",78.9,0.427884615384615
"2792","2020","leeds","rg","voice","valued","Staff value students’ views and opinions about the course",53.9,0.201923076923077
"2793","2020","leeds","rg","voice","theme_sum","Student Voice",55,0.668269230769231
"2794","2020","leeds","rg","teaching","stimulating","The course is intellectually stimulating",91.4,0.639423076923077
"2795","2020","leeds","rg","management","organised","The course is well organised and running smoothly",68.3,0.307692307692308
"2796","2020","leeds","rg","assessment","clear","The criteria used in marking have been clear in advance",58.7,0.278846153846154
"2797","2020","leeds","rg","resource","IT","The IT resources and facilities provided have supported my learning well",77.9,0.466346153846154
"2798","2020","leeds","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",88.5,0.629807692307692
"2799","2020","leeds","rg","teaching","theme_sum","The teaching on my course",82.5,1.97115384615385
"2800","2020","leeds","rg","management","timetable","The timetable works efficiently for me",92.3,0.639423076923077
"2801","2020","birmingham","rg","acad_support","theme_sum","Academic support",69.1,0.971794871794872
"2802","2020","birmingham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",72.7,0.374358974358974
"2803","2020","birmingham","rg","assess_feed","theme_sum","Assessment and feedback",53.7,0.571794871794872
"2804","2020","birmingham","rg","assessment","timely","Feedback on my work has been timely",51.3,0.112820512820513
"2805","2020","birmingham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",65.8,0.287179487179487
"2806","2020","birmingham","rg","community","staffstudent","I feel part of a community of staff and students",44.1,0.0128205128205128
"2807","2020","birmingham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",90.7,0.623076923076923
"2808","2020","birmingham","rg","academic","contact","I have been able to contact staff when I needed to",83.6,0.505128205128205
"2809","2020","birmingham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",76.5,0.461538461538462
"2810","2020","birmingham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",84.6,0.528205128205128
"2811","2020","birmingham","rg","academic","support","I have received helpful comments on my work",55.5,0.151282051282051
"2812","2020","birmingham","rg","assessment","helpful","I have received helpful comments on my work",56.5,0.220512820512821
"2813","2020","birmingham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",57.5,0.182051282051282
"2814","2020","birmingham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",47.4,0.0948717948717949
"2815","2020","birmingham","rg","community","theme_sum","Learning community",64.3,0.541025641025641
"2816","2020","birmingham","rg","learnopp","theme_sum","Learning opportunities",69.8,1.08461538461538
"2817","2020","birmingham","rg","resource","theme_sum","Learning resources",85.6,1.76153846153846
"2818","2020","birmingham","rg","assessment","fair","Marking and assessment has been fair",50.8,0.11025641025641
"2819","2020","birmingham","rg","teaching","challenge","My course has challenged me to achieve my best work",70.8,0.384615384615385
"2820","2020","birmingham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",60.5,0.220512820512821
"2821","2020","birmingham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",72,0.397435897435897
"2822","2020","birmingham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",77,0.461538461538462
"2823","2020","birmingham","rg","management","theme_sum","Organisation and management",71,1.00769230769231
"2824","2020","birmingham","rg","overall","satisfied","Overall satisfaction",68.1,0.28974358974359
"2825","2020","birmingham","rg","teaching","explain","Staff are good at explaining things",87.7,0.446153846153846
"2826","2020","birmingham","rg","teaching","interest","Staff have made the subject interesting",76.4,0.392307692307692
"2827","2020","birmingham","rg","voice","valued","Staff value students’ views and opinions about the course",62.8,0.284615384615385
"2828","2020","birmingham","rg","voice","theme_sum","Student Voice",62,0.841025641025641
"2829","2020","birmingham","rg","teaching","stimulating","The course is intellectually stimulating",86.6,0.594871794871795
"2830","2020","birmingham","rg","management","organised","The course is well organised and running smoothly",53,0.0743589743589744
"2831","2020","birmingham","rg","assessment","clear","The criteria used in marking have been clear in advance",57.1,0.192307692307692
"2832","2020","birmingham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",82.1,0.548717948717949
"2833","2020","birmingham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",84.6,0.594871794871795
"2834","2020","birmingham","rg","teaching","theme_sum","The teaching on my course",80.4,1.81538461538462
"2835","2020","birmingham","rg","management","timetable","The timetable works efficiently for me",87.2,0.558974358974359
"2836","2020","exeter","rg","acad_support","theme_sum","Academic support",77.3,1.26666666666667
"2837","2020","exeter","rg","management","comms","Any changes in the course or teaching have been communicated effectively",85.2,0.513333333333333
"2838","2020","exeter","rg","assess_feed","theme_sum","Assessment and feedback",62.4,0.993333333333333
"2839","2020","exeter","rg","assessment","timely","Feedback on my work has been timely",75.5,0.406666666666667
"2840","2020","exeter","rg","academic","choices","Good advice was available when I needed to make study choices on my course",73.6,0.386666666666667
"2841","2020","exeter","rg","community","staffstudent","I feel part of a community of staff and students",64.5,0.293333333333333
"2842","2020","exeter","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",93.2,0.656666666666667
"2843","2020","exeter","rg","academic","contact","I have been able to contact staff when I needed to",85.5,0.533333333333333
"2844","2020","exeter","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",91.6,0.633333333333333
"2845","2020","exeter","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",87.6,0.596666666666667
"2846","2020","exeter","rg","academic","support","I have received helpful comments on my work",62.9,0.27
"2847","2020","exeter","rg","assessment","helpful","I have received helpful comments on my work",59.8,0.283333333333333
"2848","2020","exeter","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",72,0.34
"2849","2020","exeter","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",54.2,0.25
"2850","2020","exeter","rg","community","theme_sum","Learning community",76.1,0.89
"2851","2020","exeter","rg","learnopp","theme_sum","Learning opportunities",75.9,1.28333333333333
"2852","2020","exeter","rg","resource","theme_sum","Learning resources",83.8,1.66666666666667
"2853","2020","exeter","rg","assessment","fair","Marking and assessment has been fair",59.3,0.2
"2854","2020","exeter","rg","teaching","challenge","My course has challenged me to achieve my best work",74.1,0.426666666666667
"2855","2020","exeter","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",71.3,0.366666666666667
"2856","2020","exeter","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",75.2,0.413333333333333
"2857","2020","exeter","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",81.1,0.51
"2858","2020","exeter","rg","management","theme_sum","Organisation and management",79.8,1.39333333333333
"2859","2020","exeter","rg","overall","satisfied","Overall satisfaction",77.1,0.413333333333333
"2860","2020","exeter","rg","teaching","explain","Staff are good at explaining things",84.8,0.416666666666667
