"","year","uni","set","theme","item","question","pos","rate"
"706","2017","liverpool","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"707","2017","liverpool","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"708","2017","liverpool","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"709","2017","liverpool","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"710","2017","liverpool","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"711","2017","liverpool","rg","academic","support","I have received helpful comments on my work",NA,NA
"712","2017","liverpool","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"713","2017","liverpool","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"714","2017","liverpool","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"715","2017","liverpool","rg","community","theme_sum","Learning community",NA,NA
"716","2017","liverpool","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"717","2017","liverpool","rg","resource","theme_sum","Learning resources",NA,NA
"718","2017","liverpool","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"719","2017","liverpool","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"720","2017","liverpool","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"721","2017","liverpool","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"722","2017","liverpool","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"723","2017","liverpool","rg","management","theme_sum","Organisation and management",NA,NA
"724","2017","liverpool","rg","overall","satisfied","Overall satisfaction",NA,NA
"725","2017","liverpool","rg","teaching","explain","Staff are good at explaining things",NA,NA
"726","2017","liverpool","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"727","2017","liverpool","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"728","2017","liverpool","rg","voice","theme_sum","Student Voice",NA,NA
"729","2017","liverpool","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"730","2017","liverpool","rg","management","organised","The course is well organised and running smoothly",NA,NA
"731","2017","liverpool","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"732","2017","liverpool","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"733","2017","liverpool","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"734","2017","liverpool","rg","teaching","theme_sum","The teaching on my course",NA,NA
"735","2017","liverpool","rg","management","timetable","The timetable works efficiently for me",NA,NA
"736","2017","manchester","rg","acad_support","theme_sum","Academic support",NA,NA
"737","2017","manchester","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"738","2017","manchester","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"739","2017","manchester","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"740","2017","manchester","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"741","2017","manchester","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"742","2017","manchester","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"743","2017","manchester","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"744","2017","manchester","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"745","2017","manchester","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"746","2017","manchester","rg","academic","support","I have received helpful comments on my work",NA,NA
"747","2017","manchester","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"748","2017","manchester","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"749","2017","manchester","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"750","2017","manchester","rg","community","theme_sum","Learning community",NA,NA
"751","2017","manchester","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"752","2017","manchester","rg","resource","theme_sum","Learning resources",NA,NA
"753","2017","manchester","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"754","2017","manchester","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"755","2017","manchester","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"756","2017","manchester","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"757","2017","manchester","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"758","2017","manchester","rg","management","theme_sum","Organisation and management",NA,NA
"759","2017","manchester","rg","overall","satisfied","Overall satisfaction",NA,NA
"760","2017","manchester","rg","teaching","explain","Staff are good at explaining things",NA,NA
"761","2017","manchester","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"762","2017","manchester","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"763","2017","manchester","rg","voice","theme_sum","Student Voice",NA,NA
"764","2017","manchester","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"765","2017","manchester","rg","management","organised","The course is well organised and running smoothly",NA,NA
"766","2017","manchester","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"767","2017","manchester","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"768","2017","manchester","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"769","2017","manchester","rg","teaching","theme_sum","The teaching on my course",NA,NA
"770","2017","manchester","rg","management","timetable","The timetable works efficiently for me",NA,NA
"771","2017","sheffield","rg","acad_support","theme_sum","Academic support",NA,NA
"772","2017","sheffield","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"773","2017","sheffield","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"774","2017","sheffield","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"775","2017","sheffield","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"776","2017","sheffield","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"777","2017","sheffield","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"778","2017","sheffield","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"779","2017","sheffield","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"780","2017","sheffield","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"781","2017","sheffield","rg","academic","support","I have received helpful comments on my work",NA,NA
"782","2017","sheffield","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"783","2017","sheffield","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"784","2017","sheffield","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"785","2017","sheffield","rg","community","theme_sum","Learning community",NA,NA
"786","2017","sheffield","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"787","2017","sheffield","rg","resource","theme_sum","Learning resources",NA,NA
"788","2017","sheffield","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"789","2017","sheffield","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"790","2017","sheffield","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"791","2017","sheffield","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"792","2017","sheffield","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"793","2017","sheffield","rg","management","theme_sum","Organisation and management",NA,NA
"794","2017","sheffield","rg","overall","satisfied","Overall satisfaction",NA,NA
"795","2017","sheffield","rg","teaching","explain","Staff are good at explaining things",NA,NA
"796","2017","sheffield","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"797","2017","sheffield","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"798","2017","sheffield","rg","voice","theme_sum","Student Voice",NA,NA
"799","2017","sheffield","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"800","2017","sheffield","rg","management","organised","The course is well organised and running smoothly",NA,NA
"801","2017","sheffield","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"802","2017","sheffield","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"803","2017","sheffield","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"804","2017","sheffield","rg","teaching","theme_sum","The teaching on my course",NA,NA
"805","2017","sheffield","rg","management","timetable","The timetable works efficiently for me",NA,NA
"806","2017","birstol","rg","acad_support","theme_sum","Academic support",NA,NA
"807","2017","birstol","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"808","2017","birstol","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"809","2017","birstol","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"810","2017","birstol","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"811","2017","birstol","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"812","2017","birstol","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"813","2017","birstol","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"814","2017","birstol","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"815","2017","birstol","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"816","2017","birstol","rg","academic","support","I have received helpful comments on my work",NA,NA
"817","2017","birstol","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"818","2017","birstol","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"819","2017","birstol","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"820","2017","birstol","rg","community","theme_sum","Learning community",NA,NA
"821","2017","birstol","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"822","2017","birstol","rg","resource","theme_sum","Learning resources",NA,NA
"823","2017","birstol","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"824","2017","birstol","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"825","2017","birstol","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"826","2017","birstol","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"827","2017","birstol","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"828","2017","birstol","rg","management","theme_sum","Organisation and management",NA,NA
"829","2017","birstol","rg","overall","satisfied","Overall satisfaction",NA,NA
"830","2017","birstol","rg","teaching","explain","Staff are good at explaining things",NA,NA
"831","2017","birstol","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"832","2017","birstol","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"833","2017","birstol","rg","voice","theme_sum","Student Voice",NA,NA
"834","2017","birstol","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"835","2017","birstol","rg","management","organised","The course is well organised and running smoothly",NA,NA
"836","2017","birstol","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"837","2017","birstol","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"838","2017","birstol","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"839","2017","birstol","rg","teaching","theme_sum","The teaching on my course",NA,NA
"840","2017","birstol","rg","management","timetable","The timetable works efficiently for me",NA,NA
"841","2018","york","rg","acad_support","theme_sum","Academic support",86,1.7797619047619
"842","2018","york","rg","management","comms","Any changes in the course or teaching have been communicated effectively",94,0.735119047619048
"843","2018","york","rg","assess_feed","theme_sum","Assessment and feedback",79.6,2.07738095238095
"844","2018","york","rg","assessment","timely","Feedback on my work has been timely",87.3,0.648809523809524
"845","2018","york","rg","academic","choices","Good advice was available when I needed to make study choices on my course",78.1,0.485119047619048
"846","2018","york","rg","community","staffstudent","I feel part of a community of staff and students",70.7,0.410714285714286
"847","2018","york","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",93.3,0.705357142857143
"848","2018","york","rg","academic","contact","I have been able to contact staff when I needed to",95.8,0.755952380952381
"849","2018","york","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",90.4,0.678571428571429
"850","2018","york","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",93.4,0.75297619047619
"851","2018","york","rg","academic","support","I have received helpful comments on my work",73.7,0.416666666666667
"852","2018","york","rg","assessment","helpful","I have received helpful comments on my work",61.9,0.318452380952381
"853","2018","york","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",83.9,0.532738095238095
"854","2018","york","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",75.8,0.49702380952381
"855","2018","york","rg","community","theme_sum","Learning community",82.1,1.16964285714286
"856","2018","york","rg","learnopp","theme_sum","Learning opportunities",84.5,1.78869047619048
"857","2018","york","rg","resource","theme_sum","Learning resources",91,2.16964285714286
"858","2018","york","rg","assessment","fair","Marking and assessment has been fair",74.9,0.443452380952381
"859","2018","york","rg","teaching","challenge","My course has challenged me to achieve my best work",84.5,0.616071428571429
"860","2018","york","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",79.1,0.488095238095238
"861","2018","york","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",87.5,0.636904761904762
"862","2018","york","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",86.9,0.657738095238095
"863","2018","york","rg","management","theme_sum","Organisation and management",92.6,2.13095238095238
"864","2018","york","rg","overall","satisfied","Overall satisfaction",90.4,0.699404761904762
"865","2018","york","rg","teaching","explain","Staff are good at explaining things",97,0.657738095238095
"866","2018","york","rg","teaching","interest","Staff have made the subject interesting",91.6,0.619047619047619
"867","2018","york","rg","voice","valued","Staff value students’ views and opinions about the course",83.2,0.592261904761905
"868","2018","york","rg","voice","theme_sum","Student Voice",77.8,2.08630952380952
"869","2018","york","rg","teaching","stimulating","The course is intellectually stimulating",93.4,0.74702380952381
"870","2018","york","rg","management","organised","The course is well organised and running smoothly",90.4,0.666666666666667
"871","2018","york","rg","assessment","clear","The criteria used in marking have been clear in advance",82.7,0.56547619047619
"872","2018","york","rg","resource","IT","The IT resources and facilities provided have supported my learning well",92.2,0.75297619047619
"873","2018","york","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",88.1,0.708333333333333
"874","2018","york","rg","teaching","theme_sum","The teaching on my course",91.6,2.64583333333333
"875","2018","york","rg","management","timetable","The timetable works efficiently for me",93.4,0.723214285714286
"876","2018","cardiff","rg","acad_support","theme_sum","Academic support",NA,NA
"877","2018","cardiff","rg","management","comms","Any changes in the course or teaching have been communicated effectively",NA,NA
"878","2018","cardiff","rg","assess_feed","theme_sum","Assessment and feedback",NA,NA
"879","2018","cardiff","rg","assessment","timely","Feedback on my work has been timely",NA,NA
"880","2018","cardiff","rg","academic","choices","Good advice was available when I needed to make study choices on my course",NA,NA
"881","2018","cardiff","rg","community","staffstudent","I feel part of a community of staff and students",NA,NA
"882","2018","cardiff","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",NA,NA
"883","2018","cardiff","rg","academic","contact","I have been able to contact staff when I needed to",NA,NA
"884","2018","cardiff","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",NA,NA
"885","2018","cardiff","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",NA,NA
"886","2018","cardiff","rg","academic","support","I have received helpful comments on my work",NA,NA
"887","2018","cardiff","rg","assessment","helpful","I have received helpful comments on my work",NA,NA
"888","2018","cardiff","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",NA,NA
"889","2018","cardiff","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",NA,NA
"890","2018","cardiff","rg","community","theme_sum","Learning community",NA,NA
"891","2018","cardiff","rg","learnopp","theme_sum","Learning opportunities",NA,NA
"892","2018","cardiff","rg","resource","theme_sum","Learning resources",NA,NA
"893","2018","cardiff","rg","assessment","fair","Marking and assessment has been fair",NA,NA
"894","2018","cardiff","rg","teaching","challenge","My course has challenged me to achieve my best work",NA,NA
"895","2018","cardiff","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",NA,NA
"896","2018","cardiff","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",NA,NA
"897","2018","cardiff","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",NA,NA
"898","2018","cardiff","rg","management","theme_sum","Organisation and management",NA,NA
"899","2018","cardiff","rg","overall","satisfied","Overall satisfaction",NA,NA
"900","2018","cardiff","rg","teaching","explain","Staff are good at explaining things",NA,NA
"901","2018","cardiff","rg","teaching","interest","Staff have made the subject interesting",NA,NA
"902","2018","cardiff","rg","voice","valued","Staff value students’ views and opinions about the course",NA,NA
"903","2018","cardiff","rg","voice","theme_sum","Student Voice",NA,NA
"904","2018","cardiff","rg","teaching","stimulating","The course is intellectually stimulating",NA,NA
"905","2018","cardiff","rg","management","organised","The course is well organised and running smoothly",NA,NA
"906","2018","cardiff","rg","assessment","clear","The criteria used in marking have been clear in advance",NA,NA
"907","2018","cardiff","rg","resource","IT","The IT resources and facilities provided have supported my learning well",NA,NA
"908","2018","cardiff","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",NA,NA
"909","2018","cardiff","rg","teaching","theme_sum","The teaching on my course",NA,NA
"910","2018","cardiff","rg","management","timetable","The timetable works efficiently for me",NA,NA
"911","2018","durham","rg","acad_support","theme_sum","Academic support",77.7,0.939189189189189
"912","2018","durham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",85,0.341216216216216
"913","2018","durham","rg","assess_feed","theme_sum","Assessment and feedback",71.6,0.918918918918919
"914","2018","durham","rg","assessment","timely","Feedback on my work has been timely",83,0.351351351351351
"915","2018","durham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",70.5,0.253378378378378
"916","2018","durham","rg","community","staffstudent","I feel part of a community of staff and students",59.3,0.155405405405405
"917","2018","durham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",92.3,0.398648648648649
"918","2018","durham","rg","academic","contact","I have been able to contact staff when I needed to",90.3,0.425675675675676
"919","2018","durham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",86.4,0.375
"920","2018","durham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",85.3,0.364864864864865
"921","2018","durham","rg","academic","support","I have received helpful comments on my work",69,0.172297297297297
"922","2018","durham","rg","assessment","helpful","I have received helpful comments on my work",38.1,0.0439189189189189
"923","2018","durham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",72.2,0.253378378378378
"924","2018","durham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",42.5,0.0641891891891892
"925","2018","durham","rg","community","theme_sum","Learning community",72.1,0.523648648648649
"926","2018","durham","rg","learnopp","theme_sum","Learning opportunities",70.6,0.810810810810811
"927","2018","durham","rg","resource","theme_sum","Learning resources",85.9,1.09459459459459
"928","2018","durham","rg","assessment","fair","Marking and assessment has been fair",66.5,0.206081081081081
"929","2018","durham","rg","teaching","challenge","My course has challenged me to achieve my best work",79.2,0.334459459459459
"930","2018","durham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",58.8,0.185810810810811
"931","2018","durham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",71.2,0.273648648648649
"932","2018","durham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",81.9,0.35472972972973
"933","2018","durham","rg","management","theme_sum","Organisation and management",80.4,0.908783783783784
"934","2018","durham","rg","overall","satisfied","Overall satisfaction",77.4,0.297297297297297
"935","2018","durham","rg","teaching","explain","Staff are good at explaining things",85,0.287162162162162
"936","2018","durham","rg","teaching","interest","Staff have made the subject interesting",73.1,0.219594594594595
"937","2018","durham","rg","voice","valued","Staff value students’ views and opinions about the course",69.5,0.226351351351351
"938","2018","durham","rg","voice","theme_sum","Student Voice",59.3,0.706081081081081
"939","2018","durham","rg","teaching","stimulating","The course is intellectually stimulating",86.4,0.375
"940","2018","durham","rg","management","organised","The course is well organised and running smoothly",70,0.202702702702703
"941","2018","durham","rg","assessment","clear","The criteria used in marking have been clear in advance",68.2,0.182432432432432
"942","2018","durham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",81.7,0.327702702702703
"943","2018","durham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",85.2,0.364864864864865
"944","2018","durham","rg","teaching","theme_sum","The teaching on my course",80.9,1.21621621621622
"945","2018","durham","rg","management","timetable","The timetable works efficiently for me",87,0.361486486486487
"946","2018","warwick","rg","acad_support","theme_sum","Academic support",83.2,1.66203703703704
"947","2018","warwick","rg","management","comms","Any changes in the course or teaching have been communicated effectively",90.2,0.671296296296296
"948","2018","warwick","rg","assess_feed","theme_sum","Assessment and feedback",69.2,1.48148148148148
"949","2018","warwick","rg","assessment","timely","Feedback on my work has been timely",86.8,0.583333333333333
"950","2018","warwick","rg","academic","choices","Good advice was available when I needed to make study choices on my course",79.3,0.458333333333333
"951","2018","warwick","rg","community","staffstudent","I feel part of a community of staff and students",72.2,0.416666666666667
"952","2018","warwick","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",85.7,0.615740740740741
"953","2018","warwick","rg","academic","contact","I have been able to contact staff when I needed to",93.6,0.75
"954","2018","warwick","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",91,0.675925925925926
"955","2018","warwick","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",87.8,0.648148148148148
"956","2018","warwick","rg","academic","support","I have received helpful comments on my work",73.2,0.398148148148148
"957","2018","warwick","rg","assessment","helpful","I have received helpful comments on my work",68,0.407407407407407
"958","2018","warwick","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",76.6,0.458333333333333
"959","2018","warwick","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",81.8,0.574074074074074
"960","2018","warwick","rg","community","theme_sum","Learning community",80,1.06481481481481
"961","2018","warwick","rg","learnopp","theme_sum","Learning opportunities",77.2,1.51388888888889
"962","2018","warwick","rg","resource","theme_sum","Learning resources",85.8,1.79166666666667
"963","2018","warwick","rg","assessment","fair","Marking and assessment has been fair",56.1,0.236111111111111
"964","2018","warwick","rg","teaching","challenge","My course has challenged me to achieve my best work",80,0.541666666666667
"965","2018","warwick","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",69.3,0.407407407407407
"966","2018","warwick","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",84.9,0.578703703703704
"967","2018","warwick","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",77.6,0.518518518518518
"968","2018","warwick","rg","management","theme_sum","Organisation and management",90.7,1.91666666666667
"969","2018","warwick","rg","overall","satisfied","Overall satisfaction",89.7,0.62037037037037
"970","2018","warwick","rg","teaching","explain","Staff are good at explaining things",95.6,0.587962962962963
"971","2018","warwick","rg","teaching","interest","Staff have made the subject interesting",87.8,0.527777777777778
"972","2018","warwick","rg","voice","valued","Staff value students’ views and opinions about the course",84.3,0.611111111111111
"973","2018","warwick","rg","voice","theme_sum","Student Voice",81.3,2.25925925925926
"974","2018","warwick","rg","teaching","stimulating","The course is intellectually stimulating",86.8,0.652777777777778
"975","2018","warwick","rg","management","organised","The course is well organised and running smoothly",90.2,0.611111111111111
"976","2018","warwick","rg","assessment","clear","The criteria used in marking have been clear in advance",60.5,0.259259259259259
"977","2018","warwick","rg","resource","IT","The IT resources and facilities provided have supported my learning well",88,0.597222222222222
"978","2018","warwick","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",83.7,0.578703703703704
"979","2018","warwick","rg","teaching","theme_sum","The teaching on my course",87.6,2.2962962962963
"980","2018","warwick","rg","management","timetable","The timetable works efficiently for me",91.7,0.634259259259259
"981","2018","nottingham","rg","acad_support","theme_sum","Academic support",73.2,1.1875
"982","2018","nottingham","rg","management","comms","Any changes in the course or teaching have been communicated effectively",85.4,0.475694444444444
"983","2018","nottingham","rg","assess_feed","theme_sum","Assessment and feedback",66.4,1.15972222222222
"984","2018","nottingham","rg","assessment","timely","Feedback on my work has been timely",78.2,0.409722222222222
"985","2018","nottingham","rg","academic","choices","Good advice was available when I needed to make study choices on my course",65.5,0.315972222222222
"986","2018","nottingham","rg","community","staffstudent","I feel part of a community of staff and students",55.2,0.180555555555556
"987","2018","nottingham","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",94.3,0.670138888888889
"988","2018","nottingham","rg","academic","contact","I have been able to contact staff when I needed to",87.4,0.552083333333333
"989","2018","nottingham","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",85.1,0.538194444444444
"990","2018","nottingham","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",81.3,0.517361111111111
"991","2018","nottingham","rg","academic","support","I have received helpful comments on my work",56.7,0.1875
"992","2018","nottingham","rg","assessment","helpful","I have received helpful comments on my work",63.1,0.288194444444444
"993","2018","nottingham","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",66.7,0.329861111111111
"994","2018","nottingham","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",56.3,0.270833333333333
"995","2018","nottingham","rg","community","theme_sum","Learning community",68.1,0.697916666666667
"996","2018","nottingham","rg","learnopp","theme_sum","Learning opportunities",74.9,1.23611111111111
"997","2018","nottingham","rg","resource","theme_sum","Learning resources",93,2.06944444444444
"998","2018","nottingham","rg","assessment","fair","Marking and assessment has been fair",59.7,0.215277777777778
"999","2018","nottingham","rg","teaching","challenge","My course has challenged me to achieve my best work",70.2,0.392361111111111
"1000","2018","nottingham","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",61.9,0.239583333333333
"1001","2018","nottingham","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",84.8,0.527777777777778
"1002","2018","nottingham","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",77.8,0.475694444444444
"1003","2018","nottingham","rg","management","theme_sum","Organisation and management",84.4,1.58333333333333
"1004","2018","nottingham","rg","overall","satisfied","Overall satisfaction",81,0.503472222222222
"1005","2018","nottingham","rg","teaching","explain","Staff are good at explaining things",89.3,0.46875
"1006","2018","nottingham","rg","teaching","interest","Staff have made the subject interesting",80,0.395833333333333
"1007","2018","nottingham","rg","voice","valued","Staff value students’ views and opinions about the course",73.5,0.440972222222222
"1008","2018","nottingham","rg","voice","theme_sum","Student Voice",69.6,1.52777777777778
"1009","2018","nottingham","rg","teaching","stimulating","The course is intellectually stimulating",90.7,0.572916666666667
"1010","2018","nottingham","rg","management","organised","The course is well organised and running smoothly",78.5,0.461805555555556
"1011","2018","nottingham","rg","assessment","clear","The criteria used in marking have been clear in advance",71.3,0.34375
"1012","2018","nottingham","rg","resource","IT","The IT resources and facilities provided have supported my learning well",91.8,0.704861111111111
"1013","2018","nottingham","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",93.7,0.697916666666667
"1014","2018","nottingham","rg","teaching","theme_sum","The teaching on my course",82.4,1.82291666666667
"1015","2018","nottingham","rg","management","timetable","The timetable works efficiently for me",89.3,0.645833333333333
"1016","2018","newcastle","rg","acad_support","theme_sum","Academic support",79.5,1.32183908045977
"1017","2018","newcastle","rg","management","comms","Any changes in the course or teaching have been communicated effectively",85.8,0.488505747126437
"1018","2018","newcastle","rg","assess_feed","theme_sum","Assessment and feedback",68,1.20689655172414
"1019","2018","newcastle","rg","assessment","timely","Feedback on my work has been timely",72.7,0.316091954022989
"1020","2018","newcastle","rg","academic","choices","Good advice was available when I needed to make study choices on my course",76.3,0.402298850574713
"1021","2018","newcastle","rg","community","staffstudent","I feel part of a community of staff and students",57.9,0.252873563218391
